org_name,org_name_spanish,org_website,org_languages_spoken,org_languages_spoken_spanish,org_customers_served,org_customers_served_spanish,org_notes,org_notes_spanish,org_categories,org_categories_spanish,org_tags,org_tags_spanish,org_locations,org_services,org_schedule,org_id,locations_id,locations_city,location_address,location_address_2,location_name,location_name_spanish,location_state,location_email,location_zip,location_phone,location_website,location_notes,location_notes_spanish,location_services,location_services_spanish,location_latitude,location_longitude,services_names,services_id,schedule_location_name,schedule_locations_id,schedule_open_time,schedule_close_time,schedule_ordinal_open,schedule_day,schedule_day_spanish,schedule_notes,schedule_notes_spanish,Field 46,locations,locations 2,locations 3,locations 4
Goleta Dental Clinic,Clínica Dental Goleta,https://sbclinics.org/clinics/goleta-dental-clinic/,English,inglés,,,"Closed Saturday, Sunday, New Year's Day, MLK Day, Memorial Day, Independence Day, Labor Day, Thanksgiving, Day After Thanksgiving, Christmas Eve, Christmas Day and New Year's Eve","Cerrado los sábados, domingos, Año Nuevo, MLK, Día de los Caídos, Día de la Independencia, Día del Trabajo, Acción de Gracias, Día después del Día de Acción de Gracias, Nochebuena, Navidad y Nochevieja",medical support,Atención médica,"goleta dental clinic,english,93117,goleta,oral education and prevention,cosmetic dentistry,implant dentistry,pediatric dentistry,""fillings, bridges and crowns"",root canal therapy,partial and complete dentures,164 kinman avenue,medical support","clinica dental goleta,ingles,93117,goleta,educación y prevención oral,odontología cosmética,odontología implantológica,odontología pediátrica,""empastes, puentes y coronas"",terapia de conducto,dentaduras postizas parciales y completas,164 kinman avenue,apoyo médico",Goleta,"Oral Education and Prevention,Cosmetic Dentistry,Implant Dentistry,Pediatric Dentistry,""Fillings, Bridges and Crowns"",Root Canal Therapy,Partial and Complete Dentures",07:45,1161,526,Goleta,164 Kinman Avenue,,,,CA,,93117,(805) 617-7900,,,,"Oral Education and Prevention, Cosmetic Dentistry, Implant Dentistry, Pediatric Dentistry, ""Fillings, Bridges and Crowns"", Root Canal Therapy, Partial and Complete Dentures","Educación y Prevención Bucal, Odontología Estética, Implantología, Odontología Pediátrica, ""Empastes, Puentes y Coronas"", Terapia de Conducto, Dentaduras Parciales y Completas",34.43627450,-119.82198240,"Oral Education and Prevention, Cosmetic Dentistry, Implant Dentistry, Pediatric Dentistry, Fillings, Bridges and Crowns, Root Canal Therapy, Partial and Complete Dentures","165, 166, 167, 168, 169, 170, 171",Goleta,526,07:45,17:00,,"Mon, Tue, Wed, Thu, Fri","Lun, mar, mié, jue, vie","Closed for lunch 12:30 - 1:30 pm. During the CoVid-19/Coronavirus outbreak, the Santa Barbara Neighborhood Clinics (SBNC) asks that our patients please refer to the home page on our clinic procedures.  Times and services may have changed.","Cerrado para el almuerzo de 12:30 a 13:30 h. Durante el brote de CoVid-19 / Coronavirus, las Clínicas del Vecindario de Santa Bárbara (SBNC) les piden a nuestros pacientes que consulten la página de inicio sobre los procedimientos de nuestra clínica. Los horarios y los servicios pueden haber cambiado.",,,,,
Good Heart Recovery,Buena recuperación cardíaca,https://goodheartrecovery.com/,English,inglés,,,"Outpatient treatment focused on relapse prevention  with group and individual counseling and weekly testing. 
",El tratamiento ambulatorio se centró en la prevención de recaídas con asesoramiento grupal e individual y pruebas semanales.,"substance use,mental health","uso de sustancias,salud mental","good heart recovery,outpatient,treatment,focused,relapse,prevention,group,individual,counseling,weekly,testing,english,93101,santa barbara ,outpatient counseling,drug and alcohol counseling,behavioral therapy,205 w. mission street,substance use,mental health","buena recuperación cardiaca,ambulatorio,tratamiento,focalizado,recaída,prevención,grupal,individual,consejería,semanal,testing,inglés,93101,santa barbara,consejería ambulatoria,consejería sobre drogas y alcohol,terapia conductual,205 w. Mission Street,uso de sustancias,salud mental",Santa Barbara ,"Behavioral Therapy,Drug and Alcohol Counseling,Outpatient Counseling",,860,46,Santa Barbara ,205 W. Mission Street,,,,CA,info@goodheartrecovery.com,93101,(805) 242-2175,,,,"Behavioral Therapy, Drug and Alcohol Counseling, Outpatient Counseling","Consejería para pacientes ambulatorios, Consejería sobre drogas y alcohol, Terapia conductual",34.42830900,-119.71692630,"Behavioral Therapy, Drug and Alcohol Counseling, Outpatient Counseling","68, 88, 8",,,,,,,,,,,,,,
Good Shepherd Pantry ,Despensa del Buen Pastor,https://gslcms.org/ministries/food-distribution.html,English,inglés,,,Bulk groceries distributed every 1st Saturday of the month at 9:00 a.m.,Abarrotes a granel distribuidos cada 1er sábado del mes a las 9:00 am,food,comida,"good shepherd pantry ,english,93117,goleta,bulk food,380 n. fairview avenue,food","despensa buen pastor,ingles,93117,goleta,comida a granel,380 n. avenida fairview,comida",Goleta,Bulk Food,09:00,1107,427,Goleta,380 N. Fairview Avenue,,Good Shepherd Pantry at Good Shepherd Lutheran Church,Despensa del Buen Pastor en la Iglesia Luterana del Buen Pastor,CA,,93117,,,,,Bulk Food,Alimentos a granel,34.44541800,-119.82926210,Bulk Food,48,Goleta,427,09:00,09:00,,Sat,Se sentó,"Bulk groceries offered on the first Saturday of the month, 9 AM",Abarrotes a granel ofrecidos el primer sábado del mes a las 9 a. M.,,,,,
Goodwill,Buena voluntad,,English,inglés,,,,,community support,soporte comunitario,"goodwill,goodwill santa barbara,english,93101,santa barbara,302 w. carrillo street,93454,santa maria,1844 n. broadway,1539 stowell center plaza,93455,orcutt,3486 orcutt rd,93013,carpinteria,1024 casitas pass road,community support,thrift store,clothing","goodwill,goodwill santa barbara,inglés,93101,santa barbara,302 w. calle carrillo,93454,santa maria,1844 n. broadway,1539 stowell center plaza,93455,orcutt,3486 orcutt rd,93013,carpinteria,1024 casitas pass road,apoyo comunitario,tienda de segunda mano,ropa","Santa Barbara,Santa Maria,Santa Maria,Orcutt,Carpinteria","Thrift Store,Clothing","09:00,09:00,09:00,09:00",1188,"604, 631, 637, 653, 672","Santa Barbara, Santa Maria, Santa Maria, Orcutt, Carpinteria","302 W. Carrillo Street, 1844 N. Broadway, 1539 Stowell Center Plaza, 3486 Orcutt Rd, 1024 Casitas Pass Road",,"Goodwill Santa Barbara, Goodwill Santa Maria, Goodwill Retail Store & Donation Center Santa Maria, Goodwill Retail Store & Donation Center Orcutt, Goodwill Retail Store & Donation Center Carpinteria","Goodwill Santa Barbara,Goodwill Santa Maria,Goodwill Retail Store & Donation Center Santa Maria,Goodwill Retail Store & Donation Center Orcutt,Goodwill Retail Store & Donation Center Carpinteria","CA, CA, CA, CA, CA",,"93101, 93454, 93454, 93455, 93013","(805) 287-9612, (805) 925-7091, (805) 314-2624, (805) 981-0130",http://gwvsb.org/,,,"Thrift Store, Clothing;Thrift Store, Clothing;Thrift Store, Clothing;Thrift Store, Clothing;Thrift Store, Clothing","Tienda de segunda mano, ropa; tienda de segunda mano, ropa; tienda de segunda mano, ropa; tienda de segunda mano, ropa; tienda de segunda mano, ropa","34.41824970, 34.97367470, 34.93305940, 34.89621160, 34.39498690","-119.70570360, -120.43400770, -120.43762870, -120.43581270, -119.51172250","Thrift Store, Clothing","117, 80",Santa Barbara;Santa Maria;Orcutt;Carpinteria,"604, 637, 653, 672","09:00, 09:00, 09:00, 09:00","20:00, 20:00, 20:00, 20:00",;;;;,"Sun, Mon, Tue, Wed, Thu, Fri, Sat;;Sun, Mon, Tue, Wed, Thu, Fri, Sat;Sun, Mon, Tue, Wed, Thu, Fri, Sat;Sun, Mon, Tue, Wed, Thu, Fri, Sat","Dom, lun, mar, mié, jue, vie, sáb ;; dom, lun, mar, mié, jue, vie, sáb; dom, lun, mar, mié, jue, vie, sáb; dom, lun, mar, mié , Jue, vie, sáb",;;;;,;;;;,,,,,
Goodwill Workforce Services,Servicios de fuerza laboral de buena voluntad,http://gwvsb.org/,English,inglés,,,"Our mission is to provide vocational and educational opportunities to eliminate barriers to employment, strengthen communities and help people in need reach their full potential through the power of work","Nuestra misión es brindar oportunidades vocacionales y educativas para eliminar las barreras al empleo, fortalecer las comunidades y ayudar a las personas necesitadas a alcanzar su máximo potencial a través del poder del trabajo.",employment,empleo,"goodwill workforce services,english,93454,santa maria,210 e enos dr,employment,temp agency","servicios de buena voluntad para la fuerza laboral,inglés,93454,santa maria,210 e enos dr,empleo,agencia temporal",Santa Maria,Temp Agency,08:00,1117,440,Santa Maria,210 E Enos Dr,,,,CA,,93454,(805) 928-5282,,,,Temp Agency,Agencia de trabajo temporal,34.93328950,-120.43445780,Temp Agency,118,Santa Maria,440,08:00,16:30,,"Mon, Tue, Wed, Thu, Fri","Lun, mar, mié, jue, vie",,,,,,,
Grace Baptist Church,Iglesia Bautista Grace,https://gracegatheringsb.com/,English,inglés,,,,,substance use,uso de sustancias,"grace baptist church,english,93110,santa barbara,alcoholics anonymous,400 puente drive,substance use","grace baptist church,inglés,93110,santa barbara,alcohólicos anónimos,400 puente drive,uso de sustancias",Santa Barbara,Alcoholics Anonymous,20:00,955,134,Santa Barbara,400 Puente Drive,,,,CA,,93110,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.43472830,-119.78309970,Alcoholics Anonymous,34,Santa Barbara,134,20:00,21:00,,Sat,Se sentó,,,,,,,
Grateful Group,Grupo agradecido,,English,inglés,,,,,substance use,uso de sustancias,"grateful group,english,93110,goleta,alcoholics anonymous,4575 auhay drive,substance use","grupo agradecido,inglés,93110,goleta,alcohólicos anónimos,4575 auhay drive,consumo de sustancias",Goleta,Alcoholics Anonymous,20:00,999,205,Goleta,4575 Auhay Drive,,,,CA,,93110,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.43732420,-119.77964340,Alcoholics Anonymous,34,Goleta,205,20:00,21:00,,"Mon, Wed","Lun, mié",,,,,,,
Gratitude Solutions,Soluciones de gratitud,,English,inglés,,,,,substance use,uso de sustancias,"gratitude solutions,english,93111,goleta,alcoholics anonymous,5486 calle real,substance use","soluciones de gratitud,inglés,93111,goleta,alcohólicos anónimos,5486 calle real,uso de sustancias",Goleta,Alcoholics Anonymous,12:15,947,126,Goleta,5486 Calle Real,,,,CA,,93111,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.44249400,-119.81266200,Alcoholics Anonymous,34,Goleta,126,12:15,13:15,,Thu,Jue,,,,,,,
Grupe Santa Maria,Grupo Santa Maria,,Spanish,Español,,,,,substance use,uso de sustancias,"grupe santa maria,spanish,93454,santa maria,408 n. mcclelland street,substance use,alcoholics anonymous","grupe santa maria,español,93454,santa maria,408 n. mcclelland street,uso de sustancias,alcohólicos anónimos",Santa Maria,Alcoholics Anonymous,20:00,984,179,Santa Maria,408 N. McClelland Street,,,,CA,,93454,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.94978430,-120.43430540,Alcoholics Anonymous,34,Santa Maria,179,20:00,21:00,,"Sun, Mon, Tue, Wed, Thu, Fri, Sat",Dom LUN Mar MIE JUE VIE SAB,,,,,,,
Grupo Guadalupe,Grupo Guadalupe,,Spanish,Español,,,,,substance use,uso de sustancias,"grupo guadalupe,spanish,93434,guadalupe,alcoholics anonymous,1015 guadalupe street,substance use","grupo guadalupe,español,93434,guadalupe,alcohólicos anónimos,1015 calle guadalupe,uso de sustancias",Guadalupe,Alcoholics Anonymous,19:00,987,181,Guadalupe,1015 Guadalupe Street,,,,CA,,93434,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.97184840,-120.57209190,Alcoholics Anonymous,34,Guadalupe,181,19:00,20:00,,"Sun, Mon, Tue, Wed, Thu, Fri, Sat",Dom LUN Mar MIE JUE VIE SAB,,,,,,,
Grupo Serenidad,Grupo Serenidad,,Spanish,Español,,,,,substance use,uso de sustancias,"grupo serenidad,spanish,93111,santa barbara,alcoholics anonymous,5444 hollister avenue,substance use","grupo serenidad,spanish,93111,santa barbara,alcoholics anonymous,5444 hollister avenue,substance use",Santa Barbara,Alcoholics Anonymous,"20:00,20:00",935,113,Santa Barbara,5444 Hollister Avenue,,,,CA,,93111,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.43584010,-119.81474750,Alcoholics Anonymous,34,Santa Barbara;Santa Barbara,"113, 113","20:00, 20:00","21:00, 21:00",;,"Mon;Wed, Thu, Fri, Sat","Lun; mié, jue, vie, sáb",,,,,,,
Grupo Sobriedad,Grupo Sobriedad,,Spanish,Español,,,,,substance use,uso de sustancias,"grupo sobriedad,spanish,93454,santa maria,alcoholics anonymous,209 w. main street,substance use","grupo sobriedad,español,93454,santa maria,alcohólicos anónimos,209 w. calle principal,uso de sustancias",Santa Maria,Alcoholics Anonymous,19:00,983,178,Santa Maria,209 W. Main Street,Suite B,,,CA,,93454,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.95349100,-120.43363200,Alcoholics Anonymous,34,Santa Maria,178,19:00,20:00,,"Sun, Mon, Tue, Wed, Thu, Fri, Sat",Dom LUN Mar MIE JUE VIE SAB,,,,,,,
Guadalupe Family Services Center,Centro de Servicios Familiares Guadalupe,https://sduart1.wixsite.com/thrive-guadalupe,English,inglés,,,"THRIVE Guadalupe is a partnership with THRIVE Santa Barbara County and First 5 Santa Barbara County with the goal to create a large systematic change supported by a collective impact moel and the compounded power of parents, schools, service agencies, and funders working together and being united by a shared vision","THRIVE Guadalupe es una asociación con THRIVE Santa Barbara County y First 5 Santa Barbara County con el objetivo de crear un gran cambio sistemático apoyado por un modelo de impacto colectivo y el poder compuesto de padres, escuelas, agencias de servicios y donantes que trabajan juntos y unidos. por una visión compartida",food,comida,"guadalupe family services center,english,93434,guadalupe,4681 11th st,food,mobile food pantry","centro de servicios familiares de guadalupe,inglés,93434,guadalupe,4681 11th st,alimentos,despensa móvil de alimentos",Guadalupe,Mobile Food Pantry,12:00,1173,538,Guadalupe,4681 11th St,,,,CA,,93434,(805) 343-1194,,,,Mobile Food Pantry,Despensa móvil de alimentos,34.97334030,-120.57236180,Mobile Food Pantry,49,Guadalupe,538,12:00,13:00,,Thu,Jue,,,,,,,
Guydance House,Casa Guydance,,English,inglés,Men,Pero,"Sober living home for men. 12-step program and sponsor required.
Cost: $600/month AND $175 deposit",Hogar de vida sobria para hombres. Se requiere un programa de 12 pasos y un patrocinador. Costo: $ 600 / mes Y depósito de $ 175,substance use,uso de sustancias,"guydance house,men,sober,living,home,12step,program,sponsor,requiredcost,600month,175,deposit,english,93101,santa barbara,sober living homes,1818 bath street,substance use","casa guydance,hombres,sobrio,vivo,hogar,12 pasos,programa,patrocinador,costo requerido,600 meses,175,depósito,inglés,93101,santa barbara,hogares para vivir sobrios,1818 bath street,uso de sustancias",Santa Barbara,Sober Living Homes,,830,24,Santa Barbara,1818 Bath Street,,,,CA,,93101,(805) 896-6865,,,,Sober Living Homes,Viviendas sobrias,34.42663170,-119.71565930,Sober Living Homes,3,,,,,,,,,,,,,,
H.O.W.,CÓMO,,English,inglés,,,,,substance use,uso de sustancias,"h.o.w.,english,93101,santa barbara,tue,thur,fri,narcotics anonymous,235 e. cota street,substance use","cómo,inglés,93101,santa barbara,mar,jue,vie,narcóticos anónimos,235 e. calle cota,uso de sustancias",Santa Barbara,Narcotics Anonymous,12:00,877,53,Santa Barbara,235 E. Cota Street,,,,CA,,93101,,,,,Narcotics Anonymous,Narcóticos Anónimos,34.42093780,-119.69371050,Narcotics Anonymous,11,Santa Barbara,"53, 53, 53","18:30, 12:00, 12:00","19:30, 13:00, 13:00",;;,Tue;Thu;Fri,Mar; jue; vie,,,,,,,
Half Century Club,Club de medio siglo,https://www.facebook.com/Lompoc-Valley-of-Flowers-Half-Century-Club-115258075183168/,English,inglés,,,,,food,comida,"half century club,english,93436,lompoc,dinner,314 n. n street,food","club de medio siglo,inglés,93436,lompoc,cena,314 n. n calle,comida",Lompoc,Dinner,17:00,1022,247,Lompoc,314 N. N Street,,,,CA,,93436,(805) 736-6669,,,,Dinner,Cena,34.64273200,-120.46504800,Dinner,47,Lompoc,247,17:00,17:45,,"Sun, Mon, Tue, Wed, Thu, Fri, Sat",Dom LUN Mar MIE JUE VIE SAB,,,,,,,
Harbor Group,Harbour Group,,English,inglés,,,,,substance use,uso de sustancias,"harbor group,english,93109,santa barbara,sun,mon,tue,wed,thurs,fri,sat,alcoholic anonymous,alcoholics anonymous,113 harbor way,substance use","grupo portuario,inglés,93109,santa barbara,dom,lunes,mar,mié,jueves,viernes,sábado,alcohólico anónimo,alcohólicos anónimos,113 puerto,uso de sustancias",Santa Barbara,Alcoholics Anonymous,"6:45,18:30",896,87,Santa Barbara,113 Harbor Way,,,,CA,,93109,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.40398990,-119.69380170,Alcoholics Anonymous,34,Santa Barbara;Santa Barbara,"87, 87","6:45, 18:30","7:45, 19:30",;,"Sun, Mon, Tue, Wed, Thu, Fri, Sat;Mon","Dom, lun, mar, mié, jue, vie, sáb; lun",,,,,,,
Healthcare for the Homeless Program ,Programa de atención médica para personas sin hogar,https://www.countyofsb.org/phd/health-care-centers/hch-home.sbc,English,inglés,,,Contact Persons: Ralph (ralph.barbosa@sbcphd.org) or Elvira (Elvira.BrionesArellano@sbcphd.org),Personas de contacto: Ralph (ralph.barbosa@sbcphd.org) o Elvira (Elvira.BrionesArellano@sbcphd.org),medical support,Atención médica,"healthcare for the homeless program ,english,93110,santa barbara,referrals,public health nurse outreach,300 n. san antonio road,medical support","programa de salud para personas sin hogar,inglés,93110,santa barbara,referencias,extensión de enfermeras de salud pública,300 n. carretera san antonio,apoyo medico",Santa Barbara,"Public Health Nurse Outreach,Referrals",,1158,523,Santa Barbara,300 N. San Antonio Road,,,,CA,,93110,(805) 861-5451,,"See County of Santa Barbara Health Care Centers for full list of available services.

Public Health Nurse Outreach Locations:

Salvation Army in SB & SM,
Victory Outreach in Lompoc,
Recovery Point Detox in SM,
Mariposa House in SM,
Hotel de Riviera in SB,
St Mark's University Parish Isla Vista,
Noah's Anchorage in SB,
Bridge House in Lompoc,
Domestic Violence Solutions in SB, SM & Lompoc,
Rescue Mission in SB,
Transition House in SB,
Mark's House in Lompoc,
Transitions Mental Health Drop in Center in Lompoc,
Another Road Detox in Lompoc,
Central Coast Collaborative on Homelessness (C3H),
Pescadero Lofts in Goleta,
Carp Connect in Carpinteria","Consulte los Centros de atención médica del condado de Santa Bárbara para obtener una lista completa de los servicios disponibles. Ubicaciones de alcance de enfermeras de salud pública: Salvation Army en SB & SM, Victory Outreach en Lompoc, Recovery Point Detox en SM, Mariposa House en SM, Hotel de Riviera en SB, St Mark's University Parish Isla Vista, Noah's Anchorage en SB, Bridge House en Lompoc, Soluciones para la violencia doméstica en SB, SM y Lompoc, Misión de rescate en SB, Casa de transición en SB, Casa de Mark en Lompoc, Centro de transición de salud mental en Lompoc, Otra desintoxicación vial en Lompoc, Colaboración de la costa central sobre personas sin hogar (C3H) , Pescadero Lofts en Goleta, Carp Connect en Carpinteria","Public Health Nurse Outreach, Referrals","Alcance de enfermería de salud pública, referencias",34.44378250,-119.78095290,"Public Health Nurse Outreach, Referrals","164, 157",,,,,,,,,,,,,,
Help of Carpinteria ,Ayuda de Carpinteria,http://www.helpofcarpinteria.org/,English,inglés,,,"Services within Carpinteria city limits. Rides to Santa Barbara available for medical appointments or social services only.  $1 donation requested for trips within Carpinteria city limits.  $6 donation requested for trips to Santa Barbara.  Open Monday-Friday 8:00-4:30 p.m.  Call for appointments. 805-684-0065
",Servicios dentro de los límites de la ciudad de Carpinteria. Transporte a Santa Bárbara disponible solo para citas médicas o servicios sociales. Se solicita una donación de $ 1 para viajes dentro de los límites de la ciudad de Carpintería. Se solicita una donación de $ 6 para viajes a Santa Bárbara. Abierto de lunes a viernes de 8:00 a 4:30 p. M. Llame para concertar una cita. 805-684-0065,transportation,transporte,"help of carpinteria ,english,transportation","ayuda de carpinteria,ingles,transporte",,,,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here & Now,Aquí ahora,,English,inglés,,,,,resource directory,directorio de recursos,"here & now,english,93101,santa barbara,alcoholics anonymous,215 los aguajes avenue,resource directory","aquí y ahora,inglés,93101,santa barbara,alcohólicos anónimos,215 avenida los aguajes,directorio de recursos",Santa Barbara,Alcoholics Anonymous,20:00,948,127,Santa Barbara,215 Los Aguajes Avenue,,,,CA,,93101,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.41187400,-119.69497200,Alcoholics Anonymous,34,Santa Barbara,127,20:00,21:00,,Thu,Jue,,,,,,,
Hidden Treasures Thrift Store,Tienda de segunda mano de tesoros escondidos,https://www.vtc-sm.org/thrift-store/,English,inglés,,,We Have Bargain Prices!   Daily Specials!    Hundreds of Items Stocked Daily!,¡Tenemos precios de ganga! ¡Especiales del día! ¡Cientos de artículos almacenados diariamente!,"resource directory,community support,clothing","directorio de recursos,apoyo comunitario,ropa","hidden treasures thrift store,english,93436,lompoc,thrift store,124 n i st,resource directory,community support,clothing","tesoros escondidos tienda de segunda mano,inglés,93436,lompoc,tienda de segunda mano,124 ni st,directorio de recursos,apoyo comunitario,ropa",Lompoc,Thrift Store,"11:00,11:00,12:00",1099,417,Lompoc,124 N I St,,,,CA,,93436,(805) 928-5000,,,,Thrift Store,Tienda de segunda mano,34.63865080,-120.45917770,Thrift Store,117,Lompoc;Lompoc;Lompoc,"417, 417, 417","11:00, 11:00, 12:00","18:00, 13:30, 17:00",;;,"Wed, Thu, Fri;Tue;Sat","Mié, jue, vie; mar; sáb",;;,;;,,,,,
Home Group,Grupo de inicio,,English,inglés,,,,,substance use,uso de sustancias,"home group,english,93109,santa barbara,alcoholics anonymous,2558 borton drive,substance use","grupo de origen,inglés,93109,santa barbara,alcohólicos anónimos,2558 borton drive,uso de sustancias",Santa Barbara,Alcoholics Anonymous,19:30,940,118,Santa Barbara,2558 Borton Drive,,,,CA,,93109,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.40336270,-119.73525180,Alcoholics Anonymous,34,Santa Barbara,118,19:30,20:30,,Mon,Mi,,,,,,,
Hope Community Church,Iglesia Hope Community,https://www.hopesm.com/,English,inglés,,,Hope Community Church exists to help you discover God's purpose and plan for your life. We are a non-denominational church with a passion for building and growing healthy families.,Hope Community Church existe para ayudarlo a descubrir el propósito y el plan de Dios para su vida. Somos una iglesia no denominacional con pasión por construir y hacer crecer familias saludables.,food,comida,"hope community church,english,93455,santa maria,3010 skyway drive #f,food,bulk food","esperanza comunidad iglesia,inglés,93455,santa maria,3010 skyway drive #f,comida,comida a granel",Santa Maria,Bulk Food,17:00,1164,529,Santa Maria,3010 Skyway Drive #F,,,,CA,,93455,(805) 922-2043,,,,Bulk Food,Alimentos a granel,34.90529990,-120.45161430,Bulk Food,48,Santa Maria,529,17:00,18:00,,Thu,Jue,,,,,,,
Hope without Dope,Esperanza sin droga,,English,inglés,,,,,substance use,uso de sustancias,"hope without dope,english,93101,santa barbara,sat,narcotics anonymous,leadbetter beach,substance use","esperanza sin droga,inglés,93101,santa barbara,sat,narcóticos anónimos,leadbetter beach,uso de sustancias",Santa Barbara,Narcotics Anonymous,10:00,885,78,Santa Barbara,Leadbetter Beach,,,,CA,,93101,,,,,Narcotics Anonymous,Narcóticos Anónimos,34.40241550,-119.69915990,Narcotics Anonymous,11,Santa Barbara,78,10:00,11:15,,Sat,Se sentó,,,,,,,
Hotel de Rivera,Hotel de Rivera,http://www.chcsb.com/,English,inglés,Homeless,Sin hogar,30 single resident occupancy units for homeless individuals suffering from mental health issues and addiction issues. Must be in treatment.,30 unidades de ocupación de un solo residente para personas sin hogar que sufren problemas de salud mental y problemas de adicción. Debe estar en tratamiento.,"housing,mental health","vivienda,salud mental","hotel de rivera,homeless,english,93101,santa barbara,shelter,sober living homes,mental illness,125 w. carrillo street,housing,mental health","hotel de rivera,indigentes,ingles,93101,santa barbara,albergue,hogares para vivir sobrios,enfermedad mental,125 w. calle carrillo,vivienda,salud mental",Santa Barbara,"Shelter,Mental Illness,Sober Living Homes",,1037,270,Santa Barbara,125 W. Carrillo Street,,,,CA,frontdesk@chcsb.com,93101,(805) 963-9644,,,,"Shelter, Mental Illness, Sober Living Homes","Hogares para vivir sobrios, refugio, enfermedad mental",34.41944170,-119.70348610,"Shelter, Mental Illness, Sober Living Homes","41, 53, 3",,,,,,,,,,,,,,
Housing Authority of the City of Santa Barbara ,Autoridad de Vivienda de la Ciudad de Santa Bárbara,https://hacsb.org/,English,inglés,,,Zero interest security deposit loan/grant to qualifying  low-income residents. Income must be at or below 80%  of the area median income. Must rent within the city of  Santa Barbara,Préstamo / subvención de depósito de seguridad sin interés para residentes de bajos ingresos que califiquen. Los ingresos deben ser iguales o inferiores al 80% del ingreso medio del área. Debe alquilar dentro de la ciudad de Santa Bárbara,"housing,community support","vivienda,apoyo comunitario","housing authority of the city of santa barbara ,english,93101,santa barbara,808 laguna street,309 s. voluntario learning center,housing,community support,zero interest loans,financial assistance,affordable housing,education ","autoridad de vivienda de la ciudad de santa bárbara,ingles,93101,santa bárbara,calle laguna 808,309 s. centro de aprendizaje voluntario,vivienda,apoyo comunitario,préstamos sin interés,asistencia financiera,vivienda asequible,educación","Santa Barbara,Santa Barbara","Zero Interest Loans,Financial Assistance,Affordable Housing,Education ","07:30,08:00",1166,"530, 746","Santa Barbara, Santa Barbara","808 Laguna Street, 309 S. Voluntario Learning Center",,,,"CA, CA",,"93101, 93101","(805) 965-1071, (805) 897-1073",,Zero interest security deposit loan/grant to qualifying  low-income residents. Income must be at or below 80%  of the area median income. Must rent within the city of  Santa Barbara.,Préstamo / subvención de depósito de seguridad sin interés para residentes de bajos ingresos que califiquen. Los ingresos deben ser iguales o inferiores al 80% del ingreso medio del área. Debe alquilar dentro de la ciudad de Santa Bárbara.,"Zero Interest Loans, Financial Assistance, Affordable Housing;Education ","Préstamos sin interés, asistencia financiera, vivienda asequible; educación","34.42415060, 34.40592050","-119.69484210, -119.69732080","Zero Interest Loans, Financial Assistance, Affordable Housing, Education ","173, 110, 43, 33",Santa Barbara;Santa Barbara,"530, 530","07:30, 08:00","17:30, 17:00",;;,"Mon, Tue, Wed, Thu;Fri;","Lun, mar, mié, jue; vie;",";Open alternate Fridays, call first to see if office is open;","; Abierto los viernes alternos, llame primero para ver si la oficina está abierta;",,,,,
